"","hlev2g","wksuem","agegp","efmjsi","efmjie"
"9601",2,96,16,6,2
"9602",2,0,15,6,1
"9603",2,0,14,2,2
"9604",4,0,13,2,1
"9605",4,0,13,6,1
"9606",1,96,16,6,2
"9607",3,0,12,2,2
"9608",3,0,12,2,1
"9609",3,0,8,2,2
"9610",2,0,9,2,1
"9611",6,96,2,2,2
"9612",6,96,3,2,2
"9613",6,96,3,2,2
"9614",3,0,15,4,1
"9615",4,0,15,2,1
"9616",4,0,8,2,1
"9617",2,0,9,2,2
"9618",6,96,1,2,2
"9619",2,0,11,3,1
"9620",2,52,11,3,2
"9621",6,96,3,3,2
"9622",6,96,3,3,2
"9623",1,96,16,4,1
"9624",3,0,10,2,1
"9625",2,0,6,2,2
"9626",6,96,2,2,2
"9627",1,42,6,2,2
"9628",1,0,13,2,1
"9629",2,0,13,2,2
"9630",3,0,7,2,2
"9631",3,96,16,4,2
"9632",1,96,16,4,1
"9633",4,0,9,2,2
"9634",4,0,9,2,1
"9635",6,96,2,2,2
"9636",6,96,2,2,2
"9637",1,96,16,4,1
"9638",1,96,16,4,2
"9639",2,0,14,2,2
"9640",1,0,14,2,1
"9641",3,0,10,2,2
"9642",6,96,3,2,2
"9643",2,0,16,6,1
"9644",2,0,12,6,2
"9645",2,0,11,2,2
"9646",1,0,11,2,1
"9647",2,0,5,2,2
"9648",6,96,3,2,2
"9649",1,40,7,4,1
"9650",4,0,15,2,2
"9651",3,0,16,2,1
"9652",4,0,11,2,1
"9653",1,52,4,2,2
"9654",4,0,10,2,1
"9655",6,96,2,2,2
"9656",3,0,11,2,2
"9657",2,0,10,2,1
"9658",2,0,6,2,2
"9659",2,0,8,2,1
"9660",6,96,1,2,2
"9661",6,96,3,2,2
"9662",3,0,15,2,1
"9663",4,0,9,2,2
"9664",3,0,8,2,2
"9665",2,0,10,2,1
"9666",3,0,10,2,2
"9667",6,96,2,2,2
"9668",4,8,9,2,2
"9669",4,0,9,2,1
"9670",6,96,1,2,2
"9671",2,0,13,2,1
"9672",1,0,12,2,2
"9673",2,0,6,2,2
"9674",4,0,12,2,1
"9675",1,0,14,4,1
"9676",3,96,16,4,2
"9677",3,96,16,4,1
"9678",3,0,9,2,1
"9679",3,8,9,2,2
"9680",6,96,3,2,2
"9681",6,96,3,2,2
"9682",3,0,12,2,2
"9683",3,0,12,2,1
"9684",2,0,5,2,2
"9685",2,52,15,6,1
"9686",1,26,14,6,2
"9687",2,96,16,4,1
"9688",3,0,9,4,1
"9689",6,96,1,4,2
"9690",2,0,6,4,1
"9691",6,96,1,4,2
"9692",1,96,16,4,1
"9693",1,96,16,4,2
"9694",3,0,15,4,1
"9695",2,0,12,2,1
"9696",3,0,8,2,2
"9697",4,0,8,2,1
"9698",6,96,1,2,2
"9699",6,96,1,2,2
"9700",3,96,16,4,1
"9701",1,96,16,4,2
"9702",3,0,15,6,1
"9703",2,0,14,6,2
"9704",3,0,7,2,1
"9705",2,36,6,2,2
"9706",2,40,15,2,2
"9707",3,0,15,2,1
"9708",4,0,10,2,2
"9709",3,96,16,6,2
"9710",2,96,16,6,1
"9711",4,0,8,2,1
"9712",4,0,9,2,2
"9713",6,96,1,2,2
"9714",6,96,1,2,2
"9715",3,0,10,2,2
"9716",3,0,13,2,1
"9717",6,96,3,2,2
"9718",1,0,5,2,2
"9719",3,0,10,2,1
"9720",2,0,9,2,2
"9721",4,0,12,2,1
"9722",3,42,13,2,2
"9723",2,0,5,2,2
"9724",4,0,9,2,1
"9725",6,96,2,2,2
"9726",6,96,2,2,2
"9727",4,0,10,2,2
"9728",4,0,10,2,1
"9729",6,96,1,2,2
"9730",4,0,15,4,1
"9731",3,0,15,4,2
"9732",3,0,12,2,1
"9733",1,96,16,2,2
"9734",4,0,9,2,1
"9735",1,0,9,2,2
"9736",6,96,1,2,2
"9737",1,0,15,2,2
"9738",1,0,13,2,1
"9739",2,0,16,4,1
"9740",4,20,6,4,2
"9741",3,0,12,2,2
"9742",3,0,11,2,1
"9743",2,96,16,2,2
"9744",3,0,12,2,1
"9745",2,0,9,2,2
"9746",2,0,14,2,2
"9747",3,0,11,2,1
"9748",3,0,8,3,1
"9749",3,0,9,3,2
"9750",6,96,1,3,2
"9751",4,24,7,2,2
"9752",4,0,6,2,1
"9753",4,0,11,4,1
"9754",6,96,3,3,2
"9755",6,96,3,3,2
"9756",4,0,9,3,1
"9757",3,0,14,2,2
"9758",4,0,14,2,1
"9759",4,0,15,6,1
"9760",2,0,15,6,2
"9761",3,12,15,2,1
"9762",2,0,6,2,1
"9763",3,1,6,2,2
"9764",3,0,12,2,1
"9765",1,96,16,2,2
"9766",3,26,6,2,2
"9767",4,0,9,2,2
"9768",1,96,16,6,1
"9769",4,96,16,4,1
"9770",1,52,15,4,2
"9771",1,52,11,4,1
"9772",3,0,7,2,1
"9773",2,0,6,2,1
"9774",4,0,8,2,1
"9775",2,96,16,4,1
"9776",3,96,16,4,2
"9777",1,0,9,2,1
"9778",2,0,10,2,2
"9779",6,96,3,2,2
"9780",6,96,3,2,2
"9781",2,0,13,2,1
"9782",4,0,13,2,1
"9783",2,0,13,2,2
"9784",3,0,13,2,2
"9785",2,0,13,2,1
"9786",1,0,15,4,1
"9787",1,0,15,6,1
"9788",1,0,15,6,2
"9789",2,96,16,4,1
"9790",4,0,14,2,1
"9791",2,0,7,2,2
"9792",3,0,14,2,2
"9793",3,50,11,2,2
"9794",3,0,12,2,1
"9795",1,0,4,2,2
"9796",4,0,11,2,1
"9797",3,0,9,2,2
"9798",6,96,3,2,2
"9799",6,96,2,2,2
"9800",6,96,2,2,2
"9801",2,0,14,2,2
"9802",3,0,7,2,1
"9803",2,0,9,2,2
"9804",3,0,10,2,1
"9805",1,3,4,2,2
"9806",2,0,4,2,2
"9807",1,0,13,6,1
"9808",3,0,12,6,2
"9809",3,0,6,6,2
"9810",2,4,4,6,2
"9811",4,8,11,2,2
"9812",1,0,11,2,1
"9813",2,12,4,2,2
"9814",6,96,3,2,2
"9815",6,96,3,2,2
"9816",2,0,12,2,1
"9817",2,0,12,2,2
"9818",2,0,7,2,2
"9819",6,96,1,2,2
"9820",4,42,15,6,1
"9821",3,0,15,6,2
"9822",2,0,11,2,2
"9823",2,0,12,2,1
"9824",2,52,5,2,2
"9825",1,52,4,2,2
"9826",6,96,3,2,2
"9827",2,0,16,6,1
"9828",4,0,12,2,2
"9829",4,0,11,2,1
"9830",6,96,3,2,2
"9831",6,96,1,2,2
"9832",3,96,16,6,2
"9833",2,96,16,6,1
"9834",1,24,5,2,1
"9835",1,96,16,4,1
"9836",1,42,10,4,2
"9837",1,40,11,4,2
"9838",1,40,5,4,1
"9839",3,0,5,4,2
"9840",3,0,8,2,2
"9841",3,0,13,2,1
"9842",6,96,1,2,2
"9843",2,0,14,6,1
"9844",3,0,10,6,2
"9845",1,0,15,4,1
"9846",4,0,11,2,2
"9847",4,0,12,2,1
"9848",6,96,3,2,2
"9849",4,0,11,2,1
"9850",3,0,11,2,2
"9851",6,96,3,2,2
"9852",1,0,14,4,2
"9853",2,0,15,4,1
"9854",2,96,16,4,2
"9855",1,0,14,2,1
"9856",2,0,13,2,2
"9857",3,0,7,2,1
"9858",3,0,7,2,2
"9859",1,6,8,4,1
"9860",2,0,12,5,2
"9861",3,0,11,5,1
"9862",6,96,3,5,2
"9863",6,96,2,5,2
"9864",3,0,8,2,2
"9865",3,0,9,2,1
"9866",6,96,1,2,2
"9867",6,96,1,2,2
"9868",3,0,12,2,1
"9869",4,0,14,4,2
"9870",2,96,16,4,1
"9871",3,0,10,2,1
"9872",2,0,14,2,2
"9873",1,0,7,2,2
"9874",6,96,3,2,2
"9875",6,96,3,2,2
"9876",3,0,14,6,1
"9877",4,0,12,6,2
"9878",1,0,4,6,2
"9879",3,0,9,2,1
"9880",3,0,12,2,1
"9881",3,0,12,2,1
"9882",2,26,13,2,2
"9883",3,12,7,2,2
"9884",4,0,7,2,1
"9885",6,96,1,2,2
"9886",6,96,1,2,2
"9887",2,0,9,2,1
"9888",1,0,9,2,2
"9889",1,0,4,2,2
"9890",6,96,3,2,2
"9891",6,96,3,2,2
"9892",6,96,2,2,2
"9893",2,0,7,2,2
"9894",2,0,7,2,1
"9895",6,96,1,2,2
"9896",2,0,11,2,1
"9897",4,0,13,2,1
"9898",2,0,12,2,2
"9899",3,0,10,2,2
"9900",2,0,10,2,1
"9901",2,0,11,2,1
"9902",2,96,16,6,1
"9903",2,96,16,6,2
"9904",3,26,12,2,2
"9905",3,4,12,2,1
"9906",3,0,8,2,2
"9907",2,0,8,2,1
"9908",6,96,1,2,2
"9909",4,0,13,2,2
"9910",2,0,13,2,1
"9911",4,12,12,2,2
"9912",4,4,12,2,1
"9913",6,96,3,2,2
"9914",3,0,9,2,2
"9915",3,0,8,2,1
"9916",6,96,1,2,2
"9917",6,96,1,2,2
"9918",6,96,1,2,2
"9919",4,0,14,2,1
"9920",3,0,9,4,1
"9921",6,96,2,4,2
"9922",3,0,10,5,1
"9923",4,0,10,5,2
"9924",6,96,1,5,2
"9925",4,0,8,2,1
"9926",3,0,13,2,1
"9927",3,8,11,2,2
"9928",3,96,16,4,1
"9929",3,96,16,4,2
"9930",4,0,7,2,1
"9931",4,0,13,3,1
"9932",4,0,10,2,1
"9933",2,52,12,3,1
"9934",1,4,14,4,1
"9935",1,8,14,4,2
"9936",2,0,9,2,1
"9937",2,0,6,2,2
"9938",2,0,5,2,2
"9939",2,0,7,2,1
"9940",6,96,1,2,2
"9941",6,96,1,2,2
"9942",2,0,14,2,2
"9943",3,0,10,2,1
"9944",3,0,9,2,2
"9945",6,96,3,2,2
"9946",6,96,3,2,2
"9947",3,96,16,4,1
"9948",2,96,16,4,2
"9949",3,0,12,3,1
"9950",3,0,6,3,2
"9951",4,96,16,6,1
"9952",3,96,16,6,1
"9953",4,0,12,6,2
"9954",4,96,16,4,2
"9955",3,0,15,4,1
"9956",4,0,12,3,1
"9957",3,0,13,3,2
"9958",1,0,13,2,2
"9959",3,0,13,2,1
"9960",3,96,16,6,1
"9961",2,0,15,6,2
"9962",3,0,13,2,1
"9963",2,0,13,2,2
"9964",3,0,14,6,2
"9965",3,0,13,6,1
"9966",2,0,7,2,1
"9967",9,8,6,2,2
"9968",3,0,12,2,1
"9969",2,0,13,2,2
"9970",4,0,14,2,1
"9971",4,0,15,2,2
"9972",1,0,15,4,1
"9973",2,0,10,4,2
"9974",2,0,8,4,1
"9975",6,96,3,4,2
"9976",2,0,14,4,1
"9977",1,0,14,4,2
"9978",3,0,9,2,1
"9979",6,96,3,2,2
"9980",1,26,4,2,2
"9981",6,96,3,2,2
"9982",3,0,11,2,1
"9983",1,0,15,4,1
"9984",4,0,8,2,1
"9985",2,0,8,2,2
"9986",6,96,1,2,2
"9987",6,96,1,2,2
"9988",1,96,16,4,1
"9989",2,0,13,4,2
"9990",3,11,11,2,1
"9991",1,0,12,2,2
"9992",4,52,15,6,2
"9993",3,52,15,6,1
"9994",2,0,13,6,1
"9995",1,0,15,6,2
"9996",3,96,16,4,2
"9997",3,96,16,4,1
"9998",1,0,12,2,2
"9999",1,12,13,2,1
"10000",3,12,8,2,1
"10001",1,96,16,4,1
"10002",3,0,8,2,2
"10003",2,0,8,2,1
"10004",6,96,1,2,2
"10005",6,96,1,2,2
"10006",2,0,12,2,1
"10007",2,0,12,2,2
"10008",2,0,5,2,2
"10009",4,0,10,2,1
"10010",1,96,16,4,1
"10011",2,0,7,2,1
"10012",4,0,7,2,1
"10013",4,0,14,2,1
"10014",3,0,14,2,2
"10015",3,0,11,2,2
"10016",1,0,11,2,1
"10017",3,0,6,2,2
"10018",1,0,5,2,2
"10019",1,16,13,4,1
"10020",2,0,13,4,2
"10021",2,0,9,4,2
"10022",6,96,3,4,2
"10023",6,96,3,4,2
"10024",6,96,3,4,2
"10025",3,0,14,2,1
"10026",1,96,16,4,1
"10027",3,0,12,4,2
"10028",1,0,12,4,1
"10029",2,96,16,4,1
"10030",1,96,16,4,1
"10031",2,0,10,2,2
"10032",1,0,7,2,1
"10033",3,0,6,2,2
"10034",6,96,2,2,2
"10035",6,96,1,2,2
"10036",2,0,11,2,1
"10037",3,0,11,2,2
"10038",6,96,3,2,2
"10039",1,0,12,4,1
"10040",3,0,15,6,2
"10041",2,0,15,6,1
"10042",1,0,12,2,1
"10043",2,0,7,2,2
"10044",6,96,1,2,2
"10045",1,96,16,4,1
"10046",1,96,16,4,2
"10047",3,52,15,4,1
"10048",2,0,13,2,1
"10049",3,0,12,2,1
"10050",1,0,13,2,2
"10051",3,8,12,2,2
"10052",2,0,12,2,1
"10053",2,32,6,2,2
"10054",2,0,12,2,1
"10055",2,0,12,2,2
"10056",2,96,16,4,2
"10057",3,96,16,4,1
"10058",1,0,14,4,2
"10059",1,0,14,4,2
"10060",1,96,16,4,1
"10061",2,0,9,2,1
"10062",4,0,8,2,2
"10063",6,96,1,2,2
"10064",3,0,9,4,2
"10065",1,0,9,4,1
"10066",3,0,11,2,1
"10067",2,0,12,2,2
"10068",9,0,15,2,1
"10069",1,0,14,2,2
"10070",3,96,16,4,1
"10071",4,96,16,6,1
"10072",2,96,16,4,1
"10073",2,0,10,2,1
"10074",3,0,10,2,2
"10075",6,96,2,2,2
"10076",4,0,14,2,1
"10077",2,52,14,2,2
"10078",4,13,13,2,1
"10079",2,0,11,3,1
"10080",2,0,11,2,1
"10081",3,96,16,6,1
"10082",2,96,16,6,2
"10083",3,0,15,4,1
"10084",2,0,15,4,2
"10085",1,0,9,2,1
"10086",3,0,9,2,2
"10087",6,96,3,2,2
"10088",6,96,3,2,2
"10089",4,96,16,6,2
"10090",4,96,16,6,1
"10091",2,0,15,4,1
"10092",2,0,8,2,1
"10093",4,0,8,2,2
"10094",6,96,1,2,2
"10095",1,96,16,6,1
"10096",3,96,16,6,2
"10097",2,0,12,2,1
"10098",4,0,13,3,1
"10099",3,0,6,3,2
"10100",3,0,5,3,2
"10101",4,0,12,2,1
"10102",3,96,16,4,1
"10103",2,96,16,4,2
"10104",2,0,15,4,1
"10105",3,12,14,3,1
"10106",3,0,13,2,1
"10107",2,0,13,2,2
"10108",2,20,5,2,2
"10109",3,0,9,2,2
"10110",3,0,9,2,1
"10111",6,96,2,2,2
"10112",6,96,3,2,2
"10113",4,0,12,2,1
"10114",2,0,12,2,2
"10115",1,46,4,2,2
"10116",6,96,3,2,2
"10117",3,0,15,4,1
"10118",3,0,9,2,2
"10119",3,0,9,2,1
"10120",6,96,3,2,2
"10121",3,0,11,4,1
"10122",3,0,10,4,2
"10123",2,0,10,2,2
"10124",2,0,10,2,1
"10125",6,96,3,2,2
"10126",6,96,3,2,2
"10127",6,96,2,2,2
"10128",3,0,14,2,2
"10129",3,0,13,2,1
"10130",3,0,15,4,1
"10131",3,0,9,2,2
"10132",3,0,9,2,1
"10133",4,96,16,6,1
"10134",1,96,16,6,2
"10135",2,0,7,4,2
"10136",3,0,7,4,1
"10137",6,96,1,4,2
"10138",2,0,15,4,1
"10139",4,96,16,4,2
"10140",3,0,15,4,1
"10141",2,4,7,2,2
"10142",3,2,7,2,1
"10143",6,96,1,2,2
"10144",6,96,1,2,2
"10145",1,0,13,2,1
"10146",1,0,13,2,1
"10147",1,0,12,2,2
"10148",1,0,12,2,1
"10149",3,0,10,2,2
"10150",4,0,8,2,1
"10151",6,96,1,2,2
"10152",2,0,15,6,1
"10153",3,0,11,2,2
"10154",2,0,11,2,1
"10155",4,0,6,2,2
"10156",2,0,6,2,2
"10157",4,0,6,2,1
"10158",4,0,8,2,1
"10159",1,96,16,2,2
"10160",1,96,16,2,2
"10161",4,0,9,2,1
"10162",4,0,9,2,2
"10163",6,96,1,2,2
"10164",6,96,1,2,2
"10165",3,0,13,2,1
"10166",3,0,11,2,2
"10167",4,0,11,2,1
"10168",2,0,6,2,2
"10169",2,0,5,2,2
"10170",4,0,11,5,1
"10171",3,0,11,3,1
"10172",1,0,4,3,2
"10173",2,0,7,4,1
"10174",1,52,14,6,1
"10175",2,52,15,6,2
"10176",6,96,2,4,2
"10177",3,0,9,4,1
"10178",4,0,9,4,2
"10179",6,96,2,4,2
"10180",6,96,1,4,2
"10181",2,16,7,2,2
"10182",3,12,6,2,1
"10183",1,96,16,4,1
"10184",2,22,13,2,1
"10185",3,37,14,2,2
"10186",3,8,9,2,1
"10187",6,96,3,2,2
"10188",6,96,3,2,2
"10189",6,96,2,2,2
"10190",2,0,12,2,1
"10191",6,96,3,2,2
"10192",3,0,9,4,1
"10193",4,0,14,2,1
"10194",3,0,8,5,1
"10195",2,0,8,5,2
"10196",6,96,1,5,2
"10197",4,0,15,3,1
"10198",3,0,11,2,1
"10199",3,0,8,2,1
"10200",1,16,14,2,2
"10201",3,0,11,2,1
"10202",1,0,7,4,1
"10203",6,96,1,4,2
"10204",4,0,14,3,1
"10205",4,96,16,6,1
"10206",3,0,16,6,2
"10207",1,96,16,4,1
"10208",4,0,8,2,2
"10209",4,0,8,2,1
"10210",3,0,14,2,1
"10211",1,0,14,2,2
"10212",3,0,9,2,2
"10213",2,0,14,2,1
"10214",3,0,9,5,1
"10215",3,0,9,5,2
"10216",6,96,1,5,2
"10217",6,96,3,5,2
"10218",2,0,9,2,2
"10219",3,0,11,2,1
"10220",6,96,2,2,2
"10221",1,96,16,6,1
"10222",1,96,16,4,1
"10223",3,0,10,2,1
"10224",3,0,10,2,2
"10225",2,96,16,6,1
"10226",1,0,10,2,1
"10227",2,20,9,2,2
"10228",2,0,11,2,1
"10229",1,0,5,2,2
"10230",6,96,3,2,2
"10231",4,0,11,2,2
"10232",3,0,11,2,1
"10233",2,2,4,2,2
"10234",6,96,3,2,2
"10235",1,0,8,3,2
"10236",1,16,7,3,1
"10237",6,96,1,3,2
"10238",4,0,11,2,1
"10239",4,0,10,2,2
"10240",6,96,3,2,2
"10241",6,96,3,2,2
"10242",6,96,1,2,2
"10243",1,52,13,4,1
"10244",2,26,9,2,2
"10245",3,0,7,2,1
"10246",9,0,6,2,1
"10247",2,0,7,2,1
"10248",3,0,12,2,1
"10249",4,0,9,2,1
"10250",3,0,9,2,2
"10251",6,96,2,2,2
"10252",6,96,2,2,2
"10253",6,96,1,2,2
"10254",1,0,11,2,2
"10255",4,0,12,2,1
"10256",2,96,16,6,1
"10257",4,0,12,2,1
"10258",3,1,5,4,1
"10259",2,0,7,2,1
"10260",6,96,1,4,2
"10261",2,0,13,2,2
"10262",3,0,12,2,1
"10263",3,0,13,4,1
"10264",2,0,7,3,2
"10265",3,0,7,3,1
"10266",6,96,1,3,2
"10267",6,96,1,3,2
"10268",4,6,10,2,2
"10269",3,0,10,2,1
"10270",6,96,3,2,2
"10271",3,0,13,6,1
"10272",3,0,7,2,1
"10273",3,28,15,4,2
"10274",3,0,15,4,1
"10275",3,0,11,2,1
"10276",4,0,11,2,2
"10277",6,96,3,2,2
"10278",2,0,12,6,2
"10279",3,0,13,6,1
"10280",4,96,16,6,1
"10281",3,0,11,6,2
"10282",4,0,12,2,1
"10283",3,0,12,2,2
"10284",6,96,3,2,2
"10285",6,96,3,2,2
"10286",2,0,13,2,2
"10287",3,0,14,2,1
"10288",1,49,4,2,2
"10289",3,12,9,2,2
"10290",3,35,12,4,1
"10291",1,96,16,2,2
"10292",3,0,11,2,1
"10293",1,0,7,2,1
"10294",2,32,8,2,1
"10295",1,96,16,6,1
"10296",2,0,16,6,2
"10297",2,0,11,4,1
"10298",6,96,3,4,2
"10299",6,96,1,4,2
"10300",6,96,2,4,2
"10301",4,0,14,6,1
"10302",2,0,15,6,2
"10303",4,0,11,2,1
"10304",2,4,8,2,1
"10305",4,0,7,2,1
"10306",4,16,7,2,2
"10307",4,8,9,2,1
"10308",1,32,13,2,2
"10309",3,22,13,2,1
"10310",4,0,12,2,1
"10311",3,0,9,2,1
"10312",6,96,2,2,2
"10313",4,0,16,6,2
"10314",4,0,15,6,1
"10315",3,0,14,3,2
"10316",4,0,14,3,1
"10317",4,0,8,4,1
"10318",4,0,7,2,1
"10319",3,17,7,2,1
"10320",2,0,7,4,1
"10321",2,0,9,2,2
"10322",2,0,11,2,1
"10323",1,0,4,2,2
"10324",6,96,3,2,2
"10325",6,96,3,2,2
"10326",9,39,8,4,1
"10327",6,96,2,4,2
"10328",6,96,1,4,2
"10329",3,12,8,2,2
"10330",3,0,7,2,1
"10331",6,96,2,2,2
"10332",3,0,14,2,1
"10333",3,0,13,2,2
"10334",2,32,13,2,1
"10335",2,0,13,2,2
"10336",4,0,10,2,2
"10337",3,0,10,2,1
"10338",1,0,5,2,2
"10339",3,0,12,3,1
"10340",3,0,8,2,2
"10341",3,0,8,2,1
"10342",4,0,11,2,1
"10343",4,2,11,2,2
"10344",4,2,11,2,2
"10345",6,96,3,2,2
"10346",6,96,3,2,2
"10347",6,96,2,2,2
"10348",3,0,14,2,2
"10349",4,0,14,2,1
"10350",3,0,12,3,2
"10351",2,0,11,3,1
"10352",2,0,6,3,2
"10353",4,0,13,6,1
"10354",2,0,12,6,2
"10355",2,0,7,6,2
"10356",3,0,9,2,2
"10357",4,0,10,2,1
"10358",6,96,3,2,2
"10359",6,96,3,2,2
"10360",6,96,2,2,2
"10361",1,96,16,4,2
"10362",1,96,16,4,1
"10363",3,0,10,4,2
"10364",2,0,9,2,2
"10365",4,0,9,2,1
"10366",6,96,2,2,2
"10367",6,96,1,2,2
"10368",6,96,1,2,2
"10369",2,0,10,2,2
"10370",1,0,11,2,1
"10371",2,0,12,2,1
"10372",3,0,6,2,2
"10373",2,0,4,2,2
"10374",2,0,4,2,2
"10375",4,0,13,6,1
"10376",4,0,13,6,2
"10377",4,0,14,5,1
"10378",4,0,15,5,2
"10379",4,0,10,2,1
"10380",2,96,16,4,1
"10381",1,96,16,4,2
"10382",3,52,11,4,2
"10383",4,0,12,2,1
"10384",3,0,13,2,2
"10385",4,17,7,2,2
"10386",1,0,14,4,1
"10387",4,0,14,3,1
"10388",3,0,10,2,2
"10389",3,4,10,2,1
"10390",6,96,3,2,2
"10391",6,96,2,2,2
"10392",2,0,12,2,1
"10393",4,0,15,6,1
"10394",2,0,8,2,2
"10395",3,0,7,2,1
"10396",6,96,1,2,2
"10397",1,96,16,6,1
"10398",3,0,10,2,1
"10399",2,0,6,2,2
"10400",1,0,4,2,2
"10401",2,0,7,4,1
"10402",6,96,1,4,2
"10403",6,96,1,4,2
"10404",4,0,14,6,1
"10405",3,0,14,6,2
"10406",1,96,16,4,1
"10407",1,96,16,4,2
"10408",2,0,15,4,1
"10409",1,0,16,4,1
"10410",1,0,15,4,2
"10411",4,0,12,4,1
"10412",3,96,16,4,2
"10413",2,96,16,4,1
"10414",4,0,11,3,1
"10415",6,96,2,3,2
"10416",2,0,5,2,1
"10417",2,12,6,2,1
"10418",4,0,14,2,2
"10419",1,12,14,2,1
"10420",1,0,13,4,1
"10421",3,0,12,3,1
"10422",2,0,15,3,2
"10423",3,9,9,2,1
"10424",1,52,5,2,2
"10425",1,0,6,2,2
"10426",3,0,13,2,2
"10427",3,0,13,2,1
"10428",4,0,7,2,2
"10429",4,0,13,6,1
"10430",4,0,14,6,2
"10431",1,96,16,6,1
"10432",2,21,13,2,1
"10433",4,0,8,2,1
"10434",2,0,10,2,2
"10435",3,0,9,2,1
"10436",1,0,14,4,1
"10437",2,0,10,2,1
"10438",3,0,12,2,1
"10439",1,0,7,4,1
"10440",3,12,7,2,1
"10441",6,96,2,2,2
"10442",2,0,7,5,2
"10443",3,0,8,5,1
"10444",6,96,1,5,2
"10445",6,96,1,5,2
"10446",2,0,10,2,1
"10447",1,0,6,2,2
"10448",1,0,4,2,2
"10449",1,96,16,4,1
"10450",4,0,15,6,1
"10451",4,96,16,6,2
"10452",2,0,12,2,1
"10453",2,17,9,2,2
"10454",3,96,16,5,2
"10455",3,96,16,5,1
"10456",3,0,10,2,2
"10457",4,0,11,2,1
"10458",6,96,3,2,2
"10459",6,96,3,2,2
"10460",3,10,8,2,1
"10461",3,96,16,4,2
"10462",1,0,15,4,2
"10463",3,0,9,4,1
"10464",4,24,8,2,2
"10465",4,0,8,2,1
"10466",6,96,1,2,2
"10467",3,4,7,2,2
"10468",3,0,8,2,1
"10469",6,96,1,2,2
"10470",3,0,10,2,1
"10471",3,0,11,2,2
"10472",6,96,3,2,2
"10473",3,0,11,2,2
"10474",2,0,14,2,1
"10475",4,0,12,2,2
"10476",3,0,13,2,1
"10477",1,0,4,2,2
"10478",6,96,3,2,2
"10479",3,96,16,4,1
"10480",3,96,16,4,2
"10481",2,0,6,2,1
"10482",3,0,6,2,2
"10483",1,0,15,4,2
"10484",1,96,16,4,1
"10485",2,96,16,4,2
"10486",2,0,9,2,2
"10487",9,0,9,2,1
"10488",6,96,1,2,2
"10489",6,96,2,2,2
"10490",1,0,14,4,1
"10491",1,96,16,4,2
"10492",2,40,6,4,2
"10493",1,4,6,4,1
"10494",6,96,1,4,2
"10495",6,96,1,4,2
"10496",6,96,1,4,2
"10497",1,29,6,2,1
"10498",3,0,10,2,1
"10499",2,0,8,2,2
"10500",6,96,2,2,2
"10501",6,96,1,2,2
"10502",2,6,12,4,1
"10503",6,96,2,4,2
"10504",6,96,2,4,2
"10505",2,0,6,4,1
"10506",3,12,6,4,2
"10507",6,96,1,4,2
"10508",2,96,16,4,1
"10509",2,96,16,4,2
"10510",9,0,11,2,1
"10511",1,0,4,2,2
"10512",2,0,10,2,2
"10513",2,0,6,2,2
"10514",2,0,6,2,2
"10515",6,96,3,2,2
"10516",3,0,13,4,1
"10517",3,0,8,2,1
"10518",2,0,13,2,2
"10519",2,0,15,2,2
"10520",3,0,8,2,2
"10521",6,96,1,2,2
"10522",2,0,15,3,1
"10523",1,0,15,4,1
"10524",1,96,16,4,2
"10525",4,0,11,2,1
"10526",4,0,8,2,2
"10527",3,20,8,2,1
"10528",3,0,8,2,2
"10529",6,96,2,2,2
"10530",6,96,1,2,2
"10531",1,96,16,6,1
"10532",1,0,15,6,2
"10533",3,0,10,2,1
"10534",4,0,11,2,2
"10535",6,96,3,2,2
"10536",6,96,2,2,2
"10537",3,0,12,2,1
"10538",3,13,11,2,2
"10539",3,0,10,2,1
"10540",4,0,10,2,2
"10541",6,96,1,2,2
"10542",1,0,11,4,1
"10543",1,96,16,4,1
"10544",2,0,12,2,1
"10545",3,0,14,2,2
"10546",2,0,6,2,2
"10547",9,0,9,2,1
"10548",6,96,2,2,2
"10549",6,96,1,2,2
"10550",1,0,12,2,1
"10551",1,0,12,2,2
"10552",1,52,6,2,2
"10553",6,96,1,2,2
"10554",1,26,6,2,2
"10555",1,0,12,2,1
"10556",3,0,12,2,2
"10557",3,0,12,2,2
"10558",4,0,6,2,1
"10559",1,0,15,4,2
"10560",3,0,15,4,1
"10561",2,96,16,4,2
"10562",3,96,16,4,1
"10563",3,0,12,2,2
"10564",3,0,12,2,1
"10565",2,4,6,2,2
"10566",2,0,5,2,2
"10567",3,8,12,2,1
"10568",3,0,7,2,2
"10569",6,96,3,2,2
"10570",2,26,9,2,1
"10571",1,52,8,2,2
"10572",6,96,2,2,2
"10573",1,96,16,4,1
"10574",9,0,6,2,2
"10575",3,0,7,2,1
"10576",3,96,16,6,1
"10577",4,0,10,2,2
"10578",4,0,10,2,1
"10579",6,96,3,2,2
"10580",6,96,2,2,2
"10581",3,0,15,6,2
"10582",3,96,16,6,1
"10583",1,0,14,7,2
"10584",1,0,7,7,2
"10585",1,0,7,7,1
"10586",3,0,16,2,1
"10587",2,0,16,2,2
"10588",9,0,15,6,1
"10589",3,96,16,6,1
"10590",1,0,12,6,2
"10591",3,0,15,2,1
"10592",3,0,13,2,2
"10593",9,40,12,2,1
"10594",1,96,16,4,1
"10595",2,0,12,2,2
"10596",2,0,14,2,1
"10597",3,0,15,6,2
