"","hlev2g","wksuem","agegp","efmjsi","efmjie"
"44311",4,0,7,3,2
"44312",4,0,7,3,1
"44313",6,96,1,3,2
"44314",4,0,13,3,1
"44315",3,0,14,3,2
"44316",3,6,7,3,2
"44317",1,3,15,4,1
"44318",3,0,10,2,1
"44319",3,0,12,2,2
"44320",6,96,3,2,2
"44321",6,96,3,2,2
"44322",6,96,2,2,2
"44323",3,0,13,6,1
"44324",1,0,12,6,2
"44325",3,0,9,2,1
"44326",3,0,9,2,2
"44327",6,96,3,2,2
"44328",6,96,2,2,2
"44329",6,96,2,2,2
"44330",4,0,8,2,1
"44331",4,0,8,2,2
"44332",3,0,14,2,2
"44333",4,0,15,2,1
"44334",4,96,16,4,2
"44335",2,96,16,4,1
"44336",2,0,7,2,1
"44337",2,0,15,6,1
"44338",3,0,14,6,2
"44339",3,0,12,2,1
"44340",4,0,12,2,2
"44341",2,0,6,2,2
"44342",2,0,5,2,2
"44343",3,0,10,2,2
"44344",3,0,9,2,1
"44345",6,96,3,2,2
"44346",6,96,3,2,2
"44347",1,0,8,4,2
"44348",2,0,8,4,1
"44349",6,96,3,4,2
"44350",6,96,2,4,2
"44351",6,96,2,4,2
"44352",6,96,1,4,2
"44353",2,0,9,2,1
"44354",2,0,9,2,2
"44355",6,96,3,2,2
"44356",6,96,2,2,2
"44357",4,0,8,2,1
"44358",3,0,14,6,2
"44359",4,0,15,6,1
"44360",1,0,14,5,2
"44361",1,0,15,5,1
"44362",3,0,7,2,2
"44363",3,0,9,2,1
"44364",2,96,16,4,1
"44365",3,0,11,4,2
"44366",3,96,16,4,2
"44367",1,96,16,4,2
"44368",3,0,11,4,1
"44369",4,96,16,6,1
"44370",3,0,13,2,1
"44371",4,0,14,3,1
"44372",1,52,15,4,1
"44373",2,0,7,2,1
"44374",2,96,16,4,1
"44375",2,0,6,4,1
"44376",6,96,1,4,2
"44377",9,27,4,2,2
"44378",6,96,3,2,2
"44379",6,96,3,2,2
"44380",3,0,9,2,1
"44381",3,0,15,2,1
"44382",1,12,14,2,2
"44383",1,96,16,4,1
"44384",2,0,12,4,2
"44385",4,0,10,2,1
"44386",4,0,9,2,2
"44387",6,96,1,2,2
"44388",6,96,1,2,2
"44389",3,96,16,4,1
"44390",3,0,13,2,1
"44391",1,96,16,4,1
"44392",1,0,13,4,2
"44393",2,0,12,2,1
"44394",3,0,15,6,2
"44395",3,0,15,6,1
"44396",4,0,7,2,1
"44397",2,0,8,2,2
"44398",1,0,12,2,1
"44399",1,0,12,2,2
"44400",3,0,10,2,2
"44401",4,0,11,2,1
"44402",2,0,11,3,2
"44403",2,0,11,3,1
"44404",2,28,6,3,2
"44405",3,96,16,4,1
"44406",1,96,16,4,2
"44407",2,20,12,2,2
"44408",4,0,12,2,1
"44409",4,0,6,2,2
"44410",2,0,6,2,2
"44411",1,0,5,2,2
"44412",6,96,3,2,2
"44413",6,96,1,2,2
"44414",4,0,13,7,1
"44415",2,0,13,2,1
"44416",3,0,12,2,2
"44417",1,52,12,2,2
"44418",1,96,16,2,2
"44419",1,0,12,2,1
"44420",4,0,6,2,1
"44421",2,0,7,2,1
"44422",4,0,7,2,1
"44423",1,96,16,4,1
"44424",3,0,10,2,2
"44425",2,0,13,2,1
"44426",6,96,2,2,2
"44427",3,0,10,2,2
"44428",3,0,9,2,1
"44429",6,96,2,2,2
"44430",6,96,2,2,2
"44431",6,96,1,2,2
"44432",3,0,9,2,1
"44433",3,0,12,2,2
"44434",1,0,4,2,2
"44435",6,96,3,2,2
"44436",4,96,16,4,1
"44437",2,96,16,4,2
"44438",9,0,5,4,2
"44439",9,0,6,4,1
"44440",3,0,13,2,1
"44441",2,40,14,2,2
"44442",2,0,8,2,2
"44443",2,12,9,2,1
"44444",6,96,2,2,2
"44445",3,0,9,2,1
"44446",2,0,10,4,1
"44447",6,96,3,4,2
"44448",6,96,3,4,2
"44449",3,0,13,4,1
"44450",3,96,16,4,1
"44451",2,96,16,4,2
"44452",1,0,13,2,1
"44453",2,0,13,2,2
"44454",3,0,9,2,2
"44455",3,0,10,2,1
"44456",6,96,1,2,2
"44457",2,0,11,2,2
"44458",3,0,12,2,1
"44459",3,0,14,2,2
"44460",3,0,14,2,1
"44461",1,0,8,2,1
"44462",2,0,8,2,2
"44463",6,96,2,2,2
"44464",6,96,2,2,2
"44465",4,0,10,2,2
"44466",4,0,10,2,1
"44467",6,96,2,2,2
"44468",2,0,11,2,1
"44469",2,0,12,2,2
"44470",1,0,14,4,1
"44471",4,0,8,2,1
"44472",4,0,8,2,2
"44473",3,0,12,2,2
"44474",3,17,11,2,1
"44475",2,96,16,4,1
"44476",3,0,11,2,1
"44477",4,0,8,4,1
"44478",1,96,16,4,2
"44479",1,96,16,4,1
"44480",4,0,13,2,1
"44481",3,0,13,2,2
"44482",4,0,13,6,1
"44483",4,12,13,6,2
"44484",3,0,15,6,2
"44485",4,0,15,6,1
"44486",3,0,9,3,1
"44487",3,0,13,4,2
"44488",3,96,16,4,1
"44489",1,0,10,2,1
"44490",2,96,16,2,1
"44491",2,0,13,2,2
"44492",1,0,13,4,1
"44493",3,0,11,2,1
"44494",3,21,6,2,2
"44495",2,0,6,2,2
"44496",9,0,7,4,2
"44497",1,0,8,4,1
"44498",6,96,2,4,2
"44499",6,96,1,4,2
"44500",6,96,1,4,2
"44501",3,0,7,2,1
"44502",1,44,12,4,1
"44503",3,96,16,6,1
"44504",3,0,11,2,1
"44505",3,40,10,2,2
"44506",6,96,2,2,2
"44507",6,96,1,2,2
"44508",3,0,9,2,2
"44509",2,0,9,2,1
"44510",2,4,5,2,2
"44511",2,0,4,2,2
"44512",6,96,1,2,2
"44513",6,96,3,2,2
"44514",3,0,13,2,1
"44515",3,0,12,2,2
"44516",4,0,12,2,1
"44517",4,0,10,2,2
"44518",4,0,8,2,1
"44519",4,0,13,2,1
"44520",4,0,12,2,1
"44521",2,0,5,2,2
"44522",3,0,5,2,1
"44523",3,0,14,2,1
"44524",2,12,8,2,1
"44525",6,96,2,3,2
"44526",2,0,8,3,1
"44527",3,4,7,3,2
"44528",2,0,14,2,2
"44529",2,0,14,2,1
"44530",3,4,14,2,1
"44531",3,0,11,2,2
"44532",6,96,2,2,2
"44533",3,0,11,2,1
"44534",3,0,11,2,2
"44535",1,0,5,2,2
"44536",6,96,3,2,2
"44537",3,0,11,2,1
"44538",6,96,2,2,2
"44539",6,96,2,2,2
"44540",2,96,16,2,2
"44541",3,0,13,2,1
"44542",9,0,6,2,1
"44543",4,0,9,2,1
"44544",3,0,9,2,2
"44545",6,96,3,2,2
"44546",2,0,5,2,2
"44547",2,0,7,2,1
"44548",3,96,16,6,1
"44549",4,0,13,2,1
"44550",2,0,11,2,1
"44551",2,0,9,2,1
"44552",3,0,10,3,1
"44553",1,0,9,3,2
"44554",2,0,13,2,1
"44555",2,0,14,2,2
"44556",4,0,14,6,1
"44557",4,0,14,6,2
"44558",2,0,14,2,1
"44559",3,0,11,2,2
"44560",2,0,11,2,1
"44561",3,0,7,2,2
"44562",9,0,6,2,2
"44563",2,0,6,2,1
"44564",2,0,14,6,2
"44565",1,0,15,6,1
"44566",2,0,13,2,2
"44567",1,0,13,2,1
"44568",4,12,10,2,1
"44569",6,96,2,2,2
"44570",6,96,2,2,2
"44571",4,0,15,6,1
"44572",3,0,15,6,2
"44573",3,38,14,4,1
"44574",1,0,13,4,2
"44575",3,0,15,4,1
"44576",2,0,15,4,2
"44577",2,0,13,4,1
"44578",2,96,16,4,2
"44579",3,96,16,4,1
"44580",4,0,15,2,1
"44581",3,0,15,2,2
"44582",2,0,14,2,1
"44583",3,0,12,2,1
"44584",3,0,11,2,1
"44585",1,96,16,2,2
"44586",1,96,16,2,2
"44587",3,0,8,2,1
"44588",3,0,7,2,1
"44589",2,0,6,2,1
"44590",2,0,9,6,1
"44591",6,96,1,6,2
"44592",4,0,14,6,1
"44593",4,0,14,6,2
"44594",3,0,14,2,1
"44595",3,0,13,2,1
"44596",2,0,11,2,2
"44597",2,0,4,2,2
"44598",3,0,7,2,1
"44599",3,0,12,2,1
"44600",1,0,6,2,2
"44601",9,0,6,2,1
"44602",2,0,11,2,2
"44603",3,0,12,2,1
"44604",1,26,13,4,1
"44605",1,48,5,4,2
"44606",1,12,6,4,2
"44607",3,0,15,4,1
"44608",1,0,15,2,1
"44609",1,0,15,2,2
"44610",3,0,8,2,1
"44611",2,0,10,2,2
"44612",3,0,10,2,1
"44613",6,96,3,2,2
"44614",6,96,3,2,2
"44615",3,0,11,2,1
"44616",4,0,7,2,1
"44617",4,50,8,2,2
"44618",3,0,14,2,2
"44619",4,0,14,2,1
"44620",4,0,8,2,2
"44621",2,96,16,6,1
"44622",4,0,13,2,2
"44623",4,0,14,2,1
"44624",2,44,13,2,2
"44625",2,0,13,2,1
"44626",3,6,7,2,1
"44627",3,0,13,2,2
"44628",2,0,14,2,1
"44629",4,0,10,2,1
"44630",4,0,10,2,2
"44631",6,96,2,2,2
"44632",9,52,7,4,1
"44633",3,0,7,2,1
"44634",3,0,6,2,2
"44635",3,96,16,4,1
"44636",2,0,8,2,2
"44637",2,0,9,2,1
"44638",4,28,7,2,2
"44639",4,0,12,2,1
"44640",3,0,11,2,1
"44641",2,8,5,2,2
"44642",6,96,3,2,2
"44643",2,0,12,2,1
"44644",4,0,9,3,1
"44645",4,0,8,3,2
"44646",3,0,12,2,1
"44647",3,0,8,2,1
"44648",6,96,3,2,2
"44649",6,96,2,2,2
"44650",3,96,16,4,1
"44651",1,96,16,4,2
"44652",2,0,11,2,1
"44653",2,0,12,2,2
"44654",1,0,4,2,2
"44655",2,0,6,2,2
"44656",2,0,5,2,2
"44657",3,0,12,2,1
"44658",3,6,11,2,2
"44659",6,96,3,2,2
"44660",6,96,3,2,2
"44661",2,0,11,2,1
"44662",3,0,10,2,1
"44663",1,0,4,2,2
"44664",6,96,3,2,2
"44665",9,0,15,4,1
"44666",2,0,11,2,1
"44667",2,0,12,2,2
"44668",2,12,6,2,2
"44669",2,0,4,2,2
"44670",3,96,16,4,1
"44671",4,0,12,2,2
"44672",2,0,12,2,1
"44673",3,0,6,2,2
"44674",2,45,14,2,2
"44675",3,0,13,2,1
"44676",4,0,14,2,2
"44677",4,0,14,2,1
"44678",3,0,8,2,1
"44679",1,0,15,4,1
"44680",1,0,14,4,2
"44681",4,0,10,2,1
"44682",2,0,11,2,1
"44683",2,96,16,6,1
"44684",3,96,16,6,2
"44685",1,0,7,2,1
"44686",1,0,6,2,2
"44687",6,96,1,2,2
"44688",6,96,1,2,2
"44689",1,0,6,2,2
"44690",4,0,10,2,1
"44691",4,0,9,2,2
"44692",6,96,3,2,2
"44693",4,12,8,4,1
"44694",4,0,8,4,1
"44695",3,0,13,2,2
"44696",3,0,15,2,1
"44697",1,0,14,4,2
"44698",1,96,16,4,1
"44699",1,0,15,4,1
"44700",3,12,10,2,1
"44701",3,0,7,2,1
"44702",6,96,1,2,2
"44703",3,0,6,2,2
"44704",3,0,11,2,2
"44705",4,0,11,2,1
"44706",6,96,3,2,2
"44707",6,96,3,2,2
"44708",2,0,11,2,1
"44709",2,0,12,2,1
"44710",1,0,10,4,1
"44711",3,14,11,2,1
"44712",6,96,2,4,2
"44713",3,0,7,4,2
"44714",2,0,7,4,1
"44715",6,96,1,4,2
"44716",1,0,15,4,1
"44717",4,2,8,7,1
"44718",4,0,15,6,1
"44719",2,0,15,4,1
"44720",3,0,9,3,1
"44721",6,96,1,3,2
"44722",3,0,12,2,1
"44723",1,0,14,2,1
"44724",1,16,14,2,2
"44725",1,22,5,2,2
"44726",2,28,5,2,2
"44727",3,0,7,2,1
"44728",4,0,11,2,1
"44729",4,0,10,2,2
"44730",6,96,3,2,2
"44731",6,96,3,2,2
"44732",2,0,12,4,1
"44733",1,0,6,4,1
"44734",6,96,1,4,2
"44735",1,96,16,4,1
"44736",3,0,9,4,1
"44737",1,52,4,4,2
"44738",6,96,3,4,2
"44739",6,96,3,4,2
"44740",6,96,2,4,2
"44741",2,96,16,6,1
"44742",2,0,15,4,2
"44743",1,0,16,4,1
"44744",1,31,11,2,1
"44745",2,0,11,2,2
"44746",4,0,11,2,2
"44747",4,0,11,2,1
"44748",6,96,3,2,2
"44749",6,96,3,2,2
"44750",3,96,16,2,2
"44751",2,0,15,2,2
"44752",3,0,8,2,1
"44753",3,0,9,2,2
"44754",6,96,2,2,2
"44755",2,96,16,2,2
"44756",2,96,16,2,2
"44757",4,0,11,2,1
"44758",4,0,10,2,2
"44759",3,96,16,4,1
"44760",3,0,15,2,1
"44761",2,0,13,2,2
"44762",3,0,13,2,1
"44763",3,0,13,2,2
"44764",2,96,16,5,2
"44765",2,0,11,5,1
"44766",3,0,10,2,1
"44767",3,0,10,2,2
"44768",3,0,10,2,1
"44769",2,0,4,2,2
"44770",4,0,8,3,1
"44771",4,0,8,2,1
"44772",3,96,16,4,1
"44773",3,0,10,2,1
"44774",4,0,9,2,2
"44775",6,96,1,2,2
"44776",6,96,1,2,2
"44777",3,32,7,2,2
"44778",3,8,9,2,1
"44779",2,0,6,2,2
"44780",1,96,16,4,1
"44781",3,0,14,3,1
"44782",4,0,14,3,2
"44783",2,0,6,2,1
"44784",9,0,6,2,2
"44785",4,0,15,2,1
"44786",3,96,16,2,2
"44787",1,20,11,2,1
"44788",2,0,14,2,2
"44789",3,0,14,2,1
"44790",2,0,9,2,1
"44791",3,0,8,2,2
"44792",1,0,10,2,2
"44793",1,0,11,2,2
"44794",9,0,6,2,1
"44795",1,0,13,4,2
"44796",4,0,14,4,1
"44797",3,0,12,2,1
"44798",2,0,10,2,2
"44799",3,0,11,2,1
"44800",3,0,5,2,2
"44801",1,0,4,2,2
"44802",6,96,3,2,2
"44803",4,0,12,2,1
"44804",3,0,6,2,2
"44805",3,0,7,2,1
"44806",3,0,7,2,1
"44807",4,0,8,2,2
"44808",4,0,8,2,1
"44809",6,96,1,2,2
"44810",6,96,1,2,2
"44811",2,96,16,6,1
"44812",3,0,8,2,2
"44813",4,0,8,2,1
"44814",6,96,1,2,2
"44815",1,24,10,2,2
"44816",2,0,9,2,1
"44817",6,96,3,2,2
"44818",6,96,3,2,2
"44819",6,96,3,2,2
"44820",4,0,11,2,1
"44821",1,0,4,2,2
"44822",6,96,3,2,2
"44823",3,0,15,6,2
"44824",1,96,16,6,1
"44825",4,0,12,2,1
"44826",6,96,3,2,2
"44827",6,96,3,2,2
"44828",6,96,3,2,2
"44829",2,0,6,2,1
"44830",3,0,8,4,1
"44831",2,34,10,4,2
"44832",6,96,2,4,2
"44833",6,96,1,4,2
"44834",4,49,11,2,1
"44835",4,0,11,2,2
"44836",3,8,6,2,2
"44837",6,96,3,2,2
"44838",2,0,6,4,1
"44839",2,0,6,4,2
"44840",2,0,6,4,1
"44841",4,0,10,2,1
"44842",3,0,9,2,2
"44843",6,96,3,2,2
"44844",6,96,3,2,2
"44845",6,96,2,2,2
"44846",2,96,16,4,1
"44847",4,0,9,2,1
"44848",4,0,9,2,2
"44849",6,96,2,2,2
"44850",6,96,1,2,2
"44851",4,0,15,6,1
"44852",2,0,15,6,2
"44853",2,0,15,4,1
"44854",4,0,8,2,1
"44855",4,10,8,2,2
"44856",3,0,10,2,1
"44857",1,0,4,2,2
"44858",6,96,3,2,2
"44859",4,0,12,2,2
"44860",4,0,10,2,1
"44861",2,0,5,2,2
"44862",6,96,3,2,2
"44863",6,96,2,2,2
"44864",2,0,13,2,1
"44865",2,52,14,2,2
"44866",4,0,9,2,1
"44867",3,0,11,2,2
"44868",2,10,6,2,2
"44869",6,96,2,2,2
"44870",1,0,15,4,1
"44871",1,0,15,4,1
"44872",3,0,12,3,1
"44873",3,0,11,3,2
"44874",2,26,5,3,2
"44875",2,96,16,2,2
"44876",3,0,10,2,1
"44877",1,0,5,2,2
"44878",6,96,3,2,2
"44879",4,0,11,2,1
"44880",3,0,12,2,1
"44881",3,0,12,2,2
"44882",4,12,9,2,2
"44883",2,0,10,2,1
"44884",1,3,15,4,1
"44885",1,0,15,4,2
"44886",2,0,13,2,2
"44887",4,0,13,2,1
"44888",3,0,14,2,1
"44889",3,12,14,2,2
"44890",1,96,16,4,1
"44891",2,0,11,5,1
"44892",4,0,7,5,2
"44893",4,0,11,2,2
"44894",4,0,12,2,1
"44895",6,96,3,2,2
"44896",1,0,4,2,2
"44897",2,40,5,2,2
"44898",3,0,14,2,1
"44899",4,0,13,2,2
"44900",1,96,16,4,2
"44901",3,96,16,4,1
"44902",4,0,10,4,1
"44903",6,96,2,4,2
"44904",6,96,2,4,2
"44905",4,4,15,4,1
"44906",2,38,11,4,1
"44907",2,0,12,2,1
"44908",2,0,12,2,2
"44909",2,0,8,2,2
"44910",3,0,6,4,2
"44911",3,8,7,4,1
"44912",6,96,1,4,2
"44913",2,96,16,4,2
"44914",1,96,16,4,1
"44915",3,0,14,2,2
"44916",2,0,14,2,1
"44917",3,96,16,4,1
"44918",2,0,14,2,2
"44919",4,0,14,2,1
"44920",3,0,16,2,2
"44921",2,0,14,2,1
"44922",1,0,10,2,2
"44923",4,0,10,2,1
"44924",2,0,9,2,2
"44925",6,96,3,2,2
"44926",6,96,3,2,2
"44927",3,0,10,2,2
"44928",3,0,11,2,1
"44929",1,0,4,2,2
"44930",6,96,3,2,2
"44931",1,0,15,4,2
"44932",1,0,15,4,1
"44933",3,0,14,2,1
"44934",3,52,14,2,2
"44935",1,0,14,4,2
"44936",1,0,15,4,1
"44937",3,0,14,7,1
"44938",2,0,7,2,1
"44939",3,0,7,2,2
"44940",6,96,1,2,2
"44941",4,0,8,2,1
"44942",9,0,6,2,1
"44943",4,0,7,2,2
"44944",3,0,7,2,1
"44945",6,96,1,2,2
"44946",6,96,1,2,2
"44947",3,0,10,4,2
"44948",2,0,6,4,2
"44949",1,0,4,4,1
"44950",6,96,1,4,2
"44951",4,0,9,2,2
"44952",3,0,9,2,1
"44953",6,96,3,2,2
"44954",3,0,14,4,1
"44955",3,0,14,4,2
"44956",4,0,13,2,2
"44957",4,0,13,2,1
"44958",4,0,12,2,1
"44959",2,0,14,4,1
"44960",4,0,12,2,1
"44961",3,22,7,2,2
"44962",2,0,14,6,1
"44963",2,0,14,6,2
"44964",4,0,11,2,1
"44965",6,96,2,2,2
"44966",2,49,6,2,2
"44967",3,0,11,2,2
"44968",3,0,11,2,1
"44969",2,0,10,2,2
"44970",3,0,9,3,2
"44971",2,0,9,3,1
"44972",6,96,3,3,2
"44973",6,96,2,3,2
"44974",4,0,13,2,1
"44975",4,0,13,2,2
"44976",4,20,7,2,2
"44977",3,96,16,4,1
"44978",1,0,10,2,1
"44979",1,0,7,2,2
"44980",6,96,3,2,2
"44981",3,0,10,2,1
"44982",4,0,13,2,1
"44983",2,2,13,3,1
"44984",4,0,10,3,2
"44985",2,0,14,2,1
"44986",1,52,13,2,2
"44987",2,8,13,2,2
"44988",3,0,14,2,1
"44989",2,0,13,2,1
"44990",2,0,5,2,2
"44991",3,32,13,2,2
"44992",3,0,12,2,1
"44993",6,96,3,2,2
"44994",1,0,16,2,2
"44995",3,0,16,2,2
"44996",2,0,12,2,2
"44997",3,0,12,2,1
"44998",3,0,6,2,2
"44999",2,0,15,4,2
"45000",3,0,15,4,1
"45001",3,0,8,2,2
"45002",4,0,8,2,1
"45003",6,96,1,2,2
"45004",3,48,13,4,1
"45005",2,48,12,4,1
"45006",3,0,10,2,2
"45007",3,0,10,2,1
"45008",6,96,2,2,2
"45009",4,0,12,2,1
"45010",1,0,14,3,2
"45011",3,0,14,3,1
"45012",1,0,8,3,2
"45013",3,0,10,2,1
"45014",2,12,5,2,2
"45015",2,20,6,2,1
"45016",1,0,10,2,1
"45017",2,0,14,6,2
"45018",1,96,16,6,1
"45019",1,96,16,4,2
"45020",1,96,16,4,1
"45021",1,0,12,2,1
"45022",2,0,12,2,1
"45023",2,32,9,3,2
"45024",2,0,9,3,1
"45025",1,0,4,3,2
"45026",6,96,3,3,2
"45027",3,0,12,2,2
"45028",4,0,13,2,1
"45029",2,0,6,2,2
"45030",2,0,6,2,2
"45031",3,0,9,2,2
"45032",4,0,9,2,1
"45033",6,96,2,2,2
"45034",6,96,1,2,2
"45035",2,96,16,2,2
"45036",2,0,7,2,1
"45037",3,0,13,6,1
"45038",2,52,7,6,2
"45039",3,52,6,6,2
"45040",1,96,16,6,1
"45041",3,0,13,2,1
"45042",3,0,12,2,2
"45043",3,0,8,2,1
"45044",3,26,8,2,2
"45045",2,0,8,2,1
"45046",6,96,3,2,2
"45047",6,96,2,2,2
"45048",3,0,15,5,1
"45049",2,0,14,5,2
"45050",4,0,9,5,2
"45051",4,0,9,5,1
"45052",6,96,1,5,2
"45053",9,0,12,2,1
"45054",4,0,13,2,2
"45055",1,0,7,2,2
"45056",9,0,6,2,2
"45057",2,0,6,2,2
"45058",4,0,10,2,1
"45059",3,0,10,2,2
"45060",6,96,2,2,2
"45061",6,96,1,2,2
"45062",6,96,1,2,2
"45063",9,32,6,2,1
"45064",3,0,14,2,1
"45065",4,0,12,2,1
"45066",2,0,13,2,2
"45067",4,0,13,2,1
"45068",3,4,13,2,2
"45069",2,0,11,2,1
"45070",1,52,4,2,2
"45071",6,96,1,2,2
"45072",4,96,16,6,1
"45073",3,96,16,6,2
"45074",3,0,10,2,2
"45075",3,0,6,2,1
"45076",2,0,14,2,2
"45077",3,8,13,2,1
"45078",4,11,9,2,2
"45079",4,4,7,2,1
"45080",3,96,16,4,2
"45081",1,96,16,4,1
"45082",3,0,7,2,2
"45083",3,0,7,2,1
"45084",6,96,1,2,2
"45085",3,0,14,2,2
"45086",3,0,12,2,1
"45087",3,96,16,6,1
"45088",3,0,15,6,2
"45089",2,0,15,6,2
"45090",3,96,16,6,1
"45091",1,0,9,2,1
"45092",1,27,8,2,2
"45093",6,96,1,2,2
"45094",1,96,16,4,1
"45095",4,0,13,2,1
"45096",4,0,14,2,2
"45097",1,0,9,3,1
"45098",4,0,14,4,1
"45099",3,18,10,2,2
"45100",4,2,9,2,1
"45101",6,96,3,2,2
"45102",6,96,3,2,2
"45103",3,0,10,2,1
"45104",6,96,3,2,2
"45105",6,96,2,2,2
"45106",3,0,12,2,1
"45107",1,0,4,2,2
"45108",9,12,11,2,1
"45109",2,0,8,4,1
"45110",6,96,3,4,2
"45111",4,96,16,4,2
"45112",4,0,15,4,1
"45113",1,0,12,2,1
"45114",3,0,14,2,2
"45115",2,0,14,2,2
"45116",4,0,8,2,1
"45117",1,96,16,2,2
"45118",3,4,13,2,1
"45119",3,0,14,2,2
"45120",2,0,15,2,1
"45121",2,0,15,6,1
"45122",1,96,16,4,2
"45123",1,0,15,4,1
"45124",3,0,6,2,2
"45125",1,8,6,2,1
"45126",6,96,1,2,2
"45127",3,0,7,3,1
"45128",2,0,7,3,2
"45129",6,96,1,3,2
"45130",6,96,1,3,2
"45131",4,0,9,5,1
"45132",4,0,8,5,2
"45133",6,96,1,5,2
"45134",2,0,14,2,1
"45135",3,26,6,2,2
"45136",2,0,6,2,1
"45137",3,0,14,6,1
"45138",3,0,14,6,2
"45139",4,0,7,2,1
"45140",1,96,16,4,1
"45141",2,0,15,4,2
"45142",2,0,7,2,2
"45143",4,0,7,2,2
"45144",4,0,14,2,2
"45145",3,0,14,2,1
"45146",1,0,11,2,1
"45147",3,0,12,2,1
"45148",1,0,12,6,2
"45149",3,0,13,6,1
"45150",2,0,9,2,1
"45151",6,96,1,2,2
"45152",1,0,15,4,1
"45153",1,96,16,4,1
"45154",2,0,10,4,2
"45155",9,4,10,4,1
"45156",2,12,5,4,2
"45157",6,96,3,4,2
"45158",6,96,3,4,2
"45159",3,96,16,4,2
"45160",3,96,16,4,2
"45161",4,0,8,2,1
"45162",2,0,12,2,1
"45163",1,96,16,6,1
"45164",3,0,12,2,1
"45165",3,0,12,2,2
"45166",2,0,6,2,2
"45167",2,0,5,2,2
"45168",3,0,13,4,1
"45169",3,39,13,4,2
"45170",4,0,13,2,2
"45171",4,4,11,2,1
"45172",1,0,5,2,2
"45173",6,96,3,2,2
"45174",3,0,11,2,1
"45175",4,0,11,2,2
"45176",3,0,6,2,2
"45177",2,0,6,2,2
"45178",4,0,13,2,1
"45179",2,0,12,2,2
"45180",2,0,12,2,1
"45181",2,24,6,2,2
"45182",2,0,5,2,2
"45183",2,0,6,2,1
"45184",1,0,4,2,2
"45185",2,0,9,2,2
"45186",2,0,10,2,2
"45187",2,0,13,6,2
"45188",2,0,13,6,1
"45189",3,0,10,2,2
"45190",4,0,10,2,1
"45191",6,96,3,2,2
"45192",6,96,3,2,2
"45193",3,0,13,2,1
"45194",4,0,12,2,1
"45195",4,0,12,2,2
"45196",4,0,15,2,1
"45197",3,0,11,2,1
"45198",2,0,11,2,1
"45199",4,0,8,2,2
"45200",3,0,8,2,1
"45201",9,0,9,4,1
"45202",2,0,9,4,1
"45203",6,96,3,4,2
"45204",1,0,4,4,2
"45205",3,0,13,2,1
"45206",2,0,12,2,2
"45207",3,0,6,2,2
"45208",3,0,15,2,2
"45209",3,0,14,2,1
"45210",2,0,10,4,1
"45211",4,0,12,4,2
"45212",2,40,6,4,2
"45213",6,96,3,4,2
"45214",6,96,3,4,2
"45215",2,0,12,2,1
"45216",4,96,16,4,1
"45217",3,96,16,4,1
"45218",1,96,16,4,1
"45219",4,0,14,2,2
"45220",4,0,14,2,1
"45221",2,0,10,4,1
"45222",9,0,11,4,2
"45223",2,52,4,4,2
"45224",6,96,3,4,2
"45225",6,96,2,4,2
"45226",6,96,2,4,2
"45227",3,0,15,6,1
"45228",2,0,9,3,1
"45229",4,52,8,3,2
"45230",6,96,2,3,2
"45231",6,96,1,3,2
"45232",2,8,14,3,2
"45233",2,52,13,3,2
"45234",6,96,1,3,2
"45235",4,0,15,6,2
"45236",4,96,16,6,1
"45237",4,0,13,4,1
"45238",1,0,13,2,2
"45239",2,20,13,2,1
"45240",3,0,7,2,1
"45241",1,96,16,4,2
"45242",1,96,16,4,2
"45243",2,20,6,4,1
"45244",3,0,7,2,1
"45245",1,96,16,4,1
"45246",3,0,10,2,1
"45247",3,96,16,2,2
"45248",1,0,11,2,2
"45249",2,0,11,2,1
"45250",2,20,10,2,1
"45251",2,0,7,2,2
"45252",1,0,7,2,1
"45253",6,96,1,2,2
"45254",6,96,1,2,2
"45255",3,0,11,2,1
"45256",1,0,11,2,2
"45257",3,0,6,2,2
"45258",3,0,6,2,2
"45259",3,0,13,2,1
"45260",4,0,15,6,1
"45261",3,0,15,6,2
"45262",2,0,10,2,1
"45263",1,96,16,4,1
"45264",4,0,10,2,1
"45265",1,0,4,2,2
"45266",3,0,14,2,1
"45267",2,52,13,2,2
"45268",2,52,7,2,2
"45269",2,0,6,2,2
"45270",4,0,14,2,1
"45271",3,0,15,4,1
"45272",1,96,16,4,2
"45273",4,0,12,2,1
"45274",2,0,11,2,2
"45275",1,42,4,2,2
"45276",6,96,3,2,2
"45277",3,0,13,2,1
"45278",1,96,16,2,2
"45279",2,0,11,2,1
"45280",4,0,7,2,1
"45281",2,0,6,2,2
"45282",6,96,1,2,2
"45283",4,0,9,2,2
"45284",2,0,8,2,2
"45285",6,96,2,2,2
"45286",2,96,16,6,2
"45287",3,96,16,6,1
"45288",2,0,9,3,1
"45289",2,0,9,3,2
"45290",6,96,3,3,2
"45291",6,96,3,3,2
"45292",6,96,1,3,2
"45293",6,96,3,3,2
"45294",3,96,16,6,1
"45295",3,0,8,2,1
"45296",3,0,8,2,2
"45297",6,96,1,2,2
"45298",6,96,1,2,2
"45299",3,0,13,2,1
"45300",3,96,16,6,1
"45301",9,12,6,2,1
"45302",3,0,6,2,2
"45303",6,96,1,2,2
"45304",6,96,1,2,2
"45305",1,36,9,3,2
"45306",2,0,10,3,1
"45307",6,96,3,3,2
